schema_name,table_name,db_column_ordinal,db_column_name,pg_type,pdf_table_no,pdf_table_title,pdf_record_length,tecdoc_physical_order,pos_0based_start,pos_0based_end_exclusive,pos_0based_range,pos_1based_from,pos_1based_to_inclusive,pos_1based_range_inclusive,field_length,tecdoc_field_type,tecdoc_name,tecdoc_old_name,postgresql_substring_example,mapping_note
tecdoc_gheorghe,t110,12,delete,varchar(1),110,Vehicle Model Series,47,12,45,46,45-45,46,46,46-46,1,N,Delete,Delete,trim(substring($1::text FROM 46 FOR 1)),matched_pdf_field
tecdoc_gheorghe,t110,13,transporter,varchar(1),110,Vehicle Model Series,47,,,,,,,,,,,,,ddl_column_not_in_standard_pdf_field_list
tecdoc_gheorghe,t110,14,lflag,varchar(1),110,Vehicle Model Series,47,,,,,,,,,,,,,ddl_column_not_in_standard_pdf_field_list
tecdoc_gheorghe,t120,1,ktypnr,integer,120,Vehicle Types,107,,,,,,,,,,,,,ddl_column_not_in_standard_pdf_field_list
tecdoc_gheorghe,t120,2,kmodnr,varchar(5),120,Vehicle Types,107,,,,,,,,,,,,,ddl_column_not_in_standard_pdf_field_list
tecdoc_gheorghe,t120,3,dlnr,varchar(4),120,Vehicle Types,107,,,,,,,,,,,,,ddl_column_not_in_standard_pdf_field_list
tecdoc_gheorghe,t120,4,sa,varchar(3),120,Vehicle Types,107,,,,,,,,,,,,,ddl_column_not_in_standard_pdf_field_list
tecdoc_gheorghe,t120,5,lbeznr,varchar(9),120,Vehicle Types,107,,,,,,,,,,,,,ddl_column_not_in_standard_pdf_field_list
tecdoc_gheorghe,t120,6,sortnr,varchar(2),120,Vehicle Types,107,,,,,,,,,,,,,ddl_column_not_in_standard_pdf_field_list
tecdoc_gheorghe,t120,7,bjvon,varchar(6),120,Vehicle Types,107,,,,,,,,,,,,,ddl_column_not_in_standard_pdf_field_list
tecdoc_gheorghe,t120,8,bjbis,varchar(6),120,Vehicle Types,107,,,,,,,,,,,,,ddl_column_not_in_standard_pdf_field_list
tecdoc_gheorghe,t120,9,kw,varchar(4),120,Vehicle Types,107,,,,,,,,,,,,,ddl_column_not_in_standard_pdf_field_list
tecdoc_gheorghe,t120,10,ps,varchar(4),120,Vehicle Types,107,,,,,,,,,,,,,ddl_column_not_in_standard_pdf_field_list
tecdoc_gheorghe,t120,11,ccmsteuer,varchar(5),120,Vehicle Types,107,,,,,,,,,,,,,ddl_column_not_in_standard_pdf_field_list
tecdoc_gheorghe,t120,12,ccmtech,varchar(5),120,Vehicle Types,107,,,,,,,,,,,,,ddl_column_not_in_standard_pdf_field_list
tecdoc_gheorghe,t120,13,lit,varchar(4),120,Vehicle Types,107,,,,,,,,,,,,,ddl_column_not_in_standard_pdf_field_list
tecdoc_gheorghe,t120,14,zyl,varchar(2),120,Vehicle Types,107,,,,,,,,,,,,,ddl_column_not_in_standard_pdf_field_list
tecdoc_gheorghe,t120,15,tueren,varchar(1),120,Vehicle Types,107,,,,,,,,,,,,,ddl_column_not_in_standard_pdf_field_list
tecdoc_gheorghe,t120,16,tankinhalt,varchar(4),120,Vehicle Types,107,,,,,,,,,,,,,ddl_column_not_in_standard_pdf_field_list
tecdoc_gheorghe,t120,17,spannung,varchar(2),120,Vehicle Types,107,,,,,,,,,,,,,ddl_column_not_in_standard_pdf_field_list
tecdoc_gheorghe,t120,18,abs,varchar(1),120,Vehicle Types,107,,,,,,,,,,,,,ddl_column_not_in_standard_pdf_field_list
tecdoc_gheorghe,t120,19,asr,varchar(1),120,Vehicle Types,107,,,,,,,,,,,,,ddl_column_not_in_standard_pdf_field_list
tecdoc_gheorghe,t120,20,motart,varchar(3),120,Vehicle Types,107,,,,,,,,,,,,,ddl_column_not_in_standard_pdf_field_list
tecdoc_gheorghe,t120,21,kraft,varchar(3),120,Vehicle Types,107,,,,,,,,,,,,,ddl_column_not_in_standard_pdf_field_list
tecdoc_gheorghe,t120,22,antrart,varchar(3),120,Vehicle Types,107,,,,,,,,,,,,,ddl_column_not_in_standard_pdf_field_list
tecdoc_gheorghe,t120,23,bremsart,varchar(3),120,Vehicle Types,107,,,,,,,,,,,,,ddl_column_not_in_standard_pdf_field_list
tecdoc_gheorghe,t120,24,bremssys,varchar(3),120,Vehicle Types,107,,,,,,,,,,,,,ddl_column_not_in_standard_pdf_field_list
tecdoc_gheorghe,t120,25,ventile,varchar(2),120,Vehicle Types,107,,,,,,,,,,,,,ddl_column_not_in_standard_pdf_field_list
tecdoc_gheorghe,t120,26,krstoffart,varchar(3),120,Vehicle Types,107,,,,,,,,,,,,,ddl_column_not_in_standard_pdf_field_list
tecdoc_gheorghe,t120,27,katart,varchar(3),120,Vehicle Types,107,,,,,,,,,,,,,ddl_column_not_in_standard_pdf_field_list
tecdoc_gheorghe,t120,28,getrart,varchar(3),120,Vehicle Types,107,,,,,,,,,,,,,ddl_column_not_in_standard_pdf_field_list
tecdoc_gheorghe,t120,29,aufbauart,varchar(3),120,Vehicle Types,107,,,,,,,,,,,,,ddl_column_not_in_standard_pdf_field_list
tecdoc_gheorghe,t120,30,delete,varchar(1),120,Vehicle Types,107,,,,,,,,,,,,,ddl_column_not_in_standard_pdf_field_list
tecdoc_gheorghe,t120,31,lflag,varchar(1),120,Vehicle Types,107,,,,,,,,,,,,,ddl_column_not_in_standard_pdf_field_list
tecdoc_gheorghe,t122,1,Reserviert,varchar(22),122,Vehicle Country Restriction,42,1,0,22,0-21,1,22,1-22,22,C,Reserved,Reserviert,trim(substring($1::text FROM 1 FOR 22)),matched_pdf_field
tecdoc_gheorghe,t122,2,DLNr,varchar(4),122,Vehicle Country Restriction,42,2,22,26,22-25,23,26,23-26,4,N,BrandNo,DLNr,trim(substring($1::text FROM 23 FOR 4)),matched_pdf_field
tecdoc_gheorghe,t122,3,SA,varchar(3),122,Vehicle Country Restriction,42,3,26,29,26-28,27,29,27-29,3,N,TableNo,SA,trim(substring($1::text FROM 27 FOR 3)),matched_pdf_field
tecdoc_gheorghe,t122,4,KTypeNr,numeric(9),122,Vehicle Country Restriction,42,,,,,,,,,,,,,ddl_column_not_in_standard_pdf_field_list
tecdoc_gheorghe,t122,5,LKZ,varchar(3),122,Vehicle Country Restriction,42,5,38,41,38-40,39,41,39-41,3,C,CountryCode,LKZ,trim(substring($1::text FROM 39 FOR 3)),matched_pdf_field
tecdoc_gheorghe,t122,6,Exclude,varchar(1),122,Vehicle Country Restriction,42,6,41,42,41-41,42,42,42-42,1,N,Exclude,Exclude,trim(substring($1::text FROM 42 FOR 1)),matched_pdf_field
tecdoc_gheorghe,t124,1,Reserviert,varchar(22),124,Vehicle Country Specifications,88,1,0,22,0-21,1,22,1-22,22,C,Reserved,Reserved,trim(substring($1::text FROM 1 FOR 22)),matched_pdf_field
tecdoc_gheorghe,t124,2,Dlnr,varchar(4),124,Vehicle Country Specifications,88,2,22,26,22-25,23,26,23-26,4,N,BrandNo,DLNr,trim(substring($1::text FROM 23 FOR 4)),matched_pdf_field
tecdoc_gheorghe,t124,3,SA,varchar(3),124,Vehicle Country Specifications,88,3,26,29,26-28,27,29,27-29,3,N,TableNo,SA,trim(substring($1::text FROM 27 FOR 3)),matched_pdf_field
tecdoc_gheorghe,t124,4,KtypeNr,numeric(9),124,Vehicle Country Specifications,88,,,,,,,,,,,,,ddl_column_not_in_standard_pdf_field_list
tecdoc_gheorghe,t124,5,Lkz,varchar(3),124,Vehicle Country Specifications,88,5,38,41,38-40,39,41,39-41,3,C,CountryCode,LKZ,trim(substring($1::text FROM 39 FOR 3)),matched_pdf_field
tecdoc_gheorghe,t124,6,Bjvon,varchar(6),124,Vehicle Country Specifications,88,6,41,47,41-46,42,47,42-47,6,N,ModYFrom,Bjvon,trim(substring($1::text FROM 42 FOR 6)),matched_pdf_field
tecdoc_gheorghe,t124,7,Bjbis,varchar(6),124,Vehicle Country Specifications,88,7,47,53,47-52,48,53,48-53,6,N,ModYTo,Bjbis,trim(substring($1::text FROM 48 FOR 6)),matched_pdf_field
tecdoc_gheorghe,t124,8,ccmSteuer,varchar(5),124,Vehicle Country Specifications,88,8,53,58,53-57,54,58,54-58,5,N,ccmTax,ccmSteuer,trim(substring($1::text FROM 54 FOR 5)),matched_pdf_field
tecdoc_gheorghe,t124,9,Lit,varchar(4),124,Vehicle Country Specifications,88,,,,,,,,,,,,,ddl_column_not_in_standard_pdf_field_list
tecdoc_gheorghe,t124,10,Zyl,varchar(2),124,Vehicle Country Specifications,88,,,,,,,,,,,,,ddl_column_not_in_standard_pdf_field_list
tecdoc_gheorghe,t124,11,Tueren,varchar(1),124,Vehicle Country Specifications,88,11,64,65,64-64,65,65,65-65,1,N,Doors,Tueren,trim(substring($1::text FROM 65 FOR 1)),matched_pdf_field
tecdoc_gheorghe,t124,12,Tanklnhalft,varchar(4),124,Vehicle Country Specifications,88,,,,,,,,,,,,,ddl_column_not_in_standard_pdf_field_list
tecdoc_gheorghe,t124,13,Spannung,varchar(2),124,Vehicle Country Specifications,88,13,69,71,69-70,70,71,70-71,2,N,Voltage,Spannung,trim(substring($1::text FROM 70 FOR 2)),matched_pdf_field
tecdoc_gheorghe,t124,14,ABS,varchar(1),124,Vehicle Country Specifications,88,,,,,,,,,,,,,ddl_column_not_in_standard_pdf_field_list
tecdoc_gheorghe,t124,15,ASR,varchar(1),124,Vehicle Country Specifications,88,,,,,,,,,,,,,ddl_column_not_in_standard_pdf_field_list
tecdoc_gheorghe,t124,16,KrStoffArt,varchar(3),124,Vehicle Country Specifications,88,16,73,76,73-75,74,76,74-76,3,N,FuelType,KrStoffArt,trim(substring($1::text FROM 74 FOR 3)),matched_pdf_field
tecdoc_gheorghe,t124,17,KatArt,varchar(3),124,Vehicle Country Specifications,88,17,76,79,76-78,77,79,77-79,3,N,CatType,KatArt,trim(substring($1::text FROM 77 FOR 3)),matched_pdf_field
tecdoc_gheorghe,t124,18,GetrArt,varchar(3),124,Vehicle Country Specifications,88,18,79,82,79-81,80,82,80-82,3,N,TransmType,GetrArt,trim(substring($1::text FROM 80 FOR 3)),matched_pdf_field
tecdoc_gheorghe,t124,19,BremsArt,varchar(3),124,Vehicle Country Specifications,88,19,82,85,82-84,83,85,83-85,3,N,BrakeType,BremsArt,trim(substring($1::text FROM 83 FOR 3)),matched_pdf_field
tecdoc_gheorghe,t124,20,BremSys,varchar(3),124,Vehicle Country Specifications,88,,,,,,,,,,,,,ddl_column_not_in_standard_pdf_field_list
tecdoc_gheorghe,t125,1,reserviert,varchar(22),125,Engine Number Allocation to Vehicle Types,62,1,0,22,0-21,1,22,1-22,22,C,Reserved,Reserviert,trim(substring($1::text FROM 1 FOR 22)),matched_pdf_field
tecdoc_gheorghe,t125,2,dlnr,numeric(4),125,Engine Number Allocation to Vehicle Types,62,2,22,26,22-25,23,26,23-26,4,N,BrandNo,DLNr,trim(substring($1::text FROM 23 FOR 4)),matched_pdf_field
tecdoc_gheorghe,t125,3,sa,varchar(3),125,Engine Number Allocation to Vehicle Types,62,3,26,29,26-28,27,29,27-29,3,N,TableNo,SA,trim(substring($1::text FROM 27 FOR 3)),matched_pdf_field
tecdoc_gheorghe,t125,4,ktypnr,numeric(9),125,Engine Number Allocation to Vehicle Types,62,4,29,38,29-37,30,38,30-38,9,N,KTypNo,KTypNr,trim(substring($1::text FROM 30 FOR 9)),matched_pdf_field
tecdoc_gheorghe,t125,5,lfdnr,numeric(3),125,Engine Number Allocation to Vehicle Types,62,5,38,41,38-40,39,41,39-41,3,N,SeqNo,LfdNr,trim(substring($1::text FROM 39 FOR 3)),matched_pdf_field
tecdoc_gheorghe,t125,6,motnr,varchar(5),125,Engine Number Allocation to Vehicle Types,62,6,41,46,41-45,42,46,42-46,5,N,EngNo,MotNr,trim(substring($1::text FROM 42 FOR 5)),matched_pdf_field
tecdoc_gheorghe,t125,7,bjvon,numeric(6),125,Engine Number Allocation to Vehicle Types,62,7,46,52,46-51,47,52,47-52,6,N,ModYFrom,Bjvon,trim(substring($1::text FROM 47 FOR 6)),matched_pdf_field
tecdoc_gheorghe,t125,8,bjbis,numeric(6),125,Engine Number Allocation to Vehicle Types,62,8,52,58,52-57,53,58,53-58,6,N,ModYTo,Bjbis,trim(substring($1::text FROM 53 FOR 6)),matched_pdf_field
tecdoc_gheorghe,t125,9,lkz,varchar(3),125,Engine Number Allocation to Vehicle Types,62,9,58,61,58-60,59,61,59-61,3,C,CountryCode,LKZ,trim(substring($1::text FROM 59 FOR 3)),matched_pdf_field
tecdoc_gheorghe,t125,10,exclude,numeric,125,Engine Number Allocation to Vehicle Types,62,10,61,62,61-61,62,62,62-62,1,N,Exclude,Exclude,trim(substring($1::text FROM 62 FOR 1)),matched_pdf_field
tecdoc_gheorghe,t155,1,dlnr,varchar(4),155,Engines,263,1,0,4,0-3,1,4,1-4,4,N,BrandNo,DLNr,trim(substring($1::text FROM 1 FOR 4)),matched_pdf_field
tecdoc_gheorghe,t155,2,sa,varchar(3),155,Engines,263,2,4,7,4-6,5,7,5-7,3,N,TableNo,SA,trim(substring($1::text FROM 5 FOR 3)),matched_pdf_field
tecdoc_gheorghe,t155,3,hernr,varchar(6),155,Engines,263,3,7,13,7-12,8,13,8-13,6,N,ManNo,HerNr,trim(substring($1::text FROM 8 FOR 6)),matched_pdf_field
tecdoc_gheorghe,t155,4,motnr,varchar(5),155,Engines,263,4,13,18,13-17,14,18,14-18,5,N,EngNo,MotNr,trim(substring($1::text FROM 14 FOR 5)),matched_pdf_field
tecdoc_gheorghe,t155,5,mcode,varchar(60),155,Engines,263,5,18,78,18-77,19,78,19-78,60,C,EngCode,MCode,trim(substring($1::text FROM 19 FOR 60)),matched_pdf_field
tecdoc_gheorghe,t155,6,bjvon,varchar(6),155,Engines,263,6,78,84,78-83,79,84,79-84,6,N,ModYFrom,BJvon,trim(substring($1::text FROM 79 FOR 6)),matched_pdf_field
tecdoc_gheorghe,t155,7,bjbis,varchar(6),155,Engines,263,7,84,90,84-89,85,90,85-90,6,N,ModYTo,BJbis,trim(substring($1::text FROM 85 FOR 6)),matched_pdf_field
tecdoc_gheorghe,t155,8,kwvon,varchar(4),155,Engines,263,8,90,94,90-93,91,94,91-94,4,N,kWFrom,kWvon,trim(substring($1::text FROM 91 FOR 4)),matched_pdf_field
tecdoc_gheorghe,t155,9,kwbis,varchar(4),155,Engines,263,,,,,,,,,,,,,ddl_column_not_in_standard_pdf_field_list
tecdoc_gheorghe,t155,10,psvon,varchar(4),155,Engines,263,10,98,102,98-101,99,102,99-102,4,N,HPFrom,PSvon,trim(substring($1::text FROM 99 FOR 4)),matched_pdf_field
tecdoc_gheorghe,t155,11,psbis,varchar(4),155,Engines,263,,,,,,,,,,,,,ddl_column_not_in_standard_pdf_field_list
tecdoc_gheorghe,t155,12,ventile,varchar(2),155,Engines,263,12,106,108,106-107,107,108,107-108,2,N,Valves,Ventile,trim(substring($1::text FROM 107 FOR 2)),matched_pdf_field
tecdoc_gheorghe,t155,13,zyl,varchar(2),155,Engines,263,,,,,,,,,,,,,ddl_column_not_in_standard_pdf_field_list
tecdoc_gheorghe,t155,14,verdichtv,varchar(4),155,Engines,263,14,110,114,110-113,111,114,111-114,4,N,ComprFrom,VerdichtV,trim(substring($1::text FROM 111 FOR 4)),matched_pdf_field
tecdoc_gheorghe,t155,15,verdichtb,varchar(5),155,Engines,263,15,114,119,114-118,115,119,115-119,5,N,ComprTo,VerdichtB,trim(substring($1::text FROM 115 FOR 5)),matched_pdf_field
tecdoc_gheorghe,t155,16,drehmv,varchar(4),155,Engines,263,16,119,123,119-122,120,123,120-123,4,N,TorqFrom,DrehmV,trim(substring($1::text FROM 120 FOR 4)),matched_pdf_field
tecdoc_gheorghe,t155,17,drehmb,varchar(5),155,Engines,263,17,123,128,123-127,124,128,124-128,5,N,TorqTo,DrehmB,trim(substring($1::text FROM 124 FOR 5)),matched_pdf_field
tecdoc_gheorghe,t155,18,ccmsteuerv,varchar(5),155,Engines,263,18,128,133,128-132,129,133,129-133,5,N,ccTaxFrom,ccmSteuerV,trim(substring($1::text FROM 129 FOR 5)),matched_pdf_field
tecdoc_gheorghe,t155,19,ccmsteuerb,varchar(5),155,Engines,263,19,133,138,133-137,134,138,134-138,5,N,ccTaxTo,ccmSteuerB,trim(substring($1::text FROM 134 FOR 5)),matched_pdf_field
tecdoc_gheorghe,t155,20,ccmtechv,varchar(5),155,Engines,263,20,138,143,138-142,139,143,139-143,5,N,ccTechFrom,ccmTechV,trim(substring($1::text FROM 139 FOR 5)),matched_pdf_field
